ID,title,volume,DOI,Papertype
749,Pathology-targeted cell delivery via injectable micro-scaffold capsule mediated by endogenous TGase,126,10.1016/j.biomaterials.2017.02.021,Poster
750,Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures,69,10.1007/s11837-017-2309-7,Poster
751,Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation,28,10.1088/1361-6528/aa68b0,Poster
752,Permanganate-based synthesis of manganese oxide nanoparticles in ferritin,28,10.1088/1361-6528/aa68ae,Poster
753,"Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD",14,10.1080/16864360.2016.1240449,Poster
754,Thermal characterization of natural and synthetic spider silks by both the 3ω and transient electrothermal methods,119,10.1016/j.matdes.2017.01.057,Poster
755,Fundamental Principles of Tremor Propagation in the Upper Limb,45,10.1007/s10439-016-1765-5,Poster
756,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,9,10.1115/1.4035686,Poster
757,Planning and Analyzing Experiments with Models that Distinguish Between Replicates and Repeats,33,10.1002/qre.2047,Poster
758,"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application",10,10.4271/2017-01-1329,Poster
759,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems,Part F127194,10.1145/2909824.3020225,Poster
760,Haptic Shape-Based Management of Robot Teams in Cordon and Patrol,Part F127194,10.1145/2909824.3020243,Poster
761,Ground-based 3D radar imaging of trees using a 2D synthetic aperture,6,10.3390/electronics6010011,Poster
762,Overview of estimation methods for industrial dynamic systems,18,10.1007/s11081-015-9295-9,Poster
763,Reservoir sustainability and sediment management,143,10.1061/(ASCE)WR.1943-5452.0000720,Poster
764,Infrastructure Project Scope Definition Using Project Definition Rating Index,33,10.1061/(ASCE)ME.1943-5479.0000483,Poster
765,Evaluation of stochastic particle dispersion modeling in turbulent round jets,89,10.1016/j.ijmultiphaseflow.2016.10.005,Poster
766,Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys,18,10.1007/s12541-017-0053-0,Poster
767,Nonparametric Tree-Based Predictive Modeling of Storm Outages on an Electric Distribution Network,37,10.1111/risa.12652,Poster
768,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,28,10.21061/jte.v28i2.a.1,Poster
769,"Strength, behavior, and failure mode of hollow concrete masonry constructed with mortars of different strengths",134,10.1016/j.conbuildmat.2016.12.112,Poster
770,Three-dimensional microscopic light field particle image velocimetry,58,10.1007/s00348-016-2297-3,Poster
771,"Theoretical estimates of maximum fields in superconducting resonant radio frequency cavities: Stability theory, disorder, and laminates",30,10.1088/1361-6668/30/3/033002,Poster
772,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel,115,10.1016/j.matdes.2016.11.066,Poster
773,"Poynting Streamlines, Effective Area Shape, and the Design of Superdirective Antennas",65,10.1109/TAP.2016.2632618,Poster
774,Structural analysis and optimization of tall buildings connected with skybridges and atria,55,10.1007/s00158-016-1518-y,Poster
775,Comparison and Analysis of Recursive-RANSAC for Multiple Target Tracking,53,10.1109/TAES.2017.2650818,Poster
776,Light splitting with imperfect wave plates,56,10.1364/AO.56.001062,Poster
777,Comprehensive and quality-controlled bedload transport database,143,10.1061/(ASCE)HY.1943-7900.0001221,Poster
778,Active Integrated Antenna Supporting Linear and Circular Polarizations,7,10.1109/TCPMT.2016.2646484,Poster
779,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,27,10.1007/s00332-016-9333-6,Poster
780,MMI waveguide based multispectral detection of nucleic acids for analysis of drug-resistant bacteria,,10.1109/IPCon.2016.7831137,Poster
781,Design and characterization of integrated 2D ABEL trap,,10.1109/IPCon.2016.7831143,Poster
782,"A well clear recommendation for small UAS in high-density, ADS-B-enabled airspace",,10.2514/6.2017-0908,Poster
783,Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C,3,10.1115/GT2017-63724,Poster
784,Predicting efficiency of a turbine driven by pulsing flow,2A-2017,10.1115/GT201763490,Poster
785,Mixed-integer multi-objective optimization applied to the PCS design of the I 2S-LWR,117,,Poster
786,In situ bubble characterization during resin infusion for process simulation of voids,2017-August,,Poster
787,TrustBase: An architecture to repair and strengthen certificate-based authentication,,,Poster
788,Relative target estimation using a cascade of extended Kalman filters,4,10.33012/2017.15158,Poster
789,Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects,,,Poster
790,Sell it: Design project assessment by the public,,,Poster
791,Design education and the new culture of design centric intellectual property,,,Poster
792,Integrating a multidisciplinary design methods mindset into classroom practice,,,Poster
793,Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware,1,,Poster
794,Extension of the QuikSCAT Sea Ice Extent Data Set with OSCAT Data,14,10.1109/LGRS.2016.2630010,Poster
795,Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames,2017-April,,Poster
796,Investigation of merging flames in horizontal and vertical geometries,2017-April,,Poster
797,A comprehensive model for predicting elemental composition of coal pyrolysis products,2017-April,,Poster
798,Modeling soot in coal systems,2017-April,,Poster
799,Re-epithelialization of whole porcine kidneys with renal epithelial cells,8,10.1177/2041731417718809,Poster
800,Pull-out strength of composite rebar made using a three-dimensional braiding machine,2017-December,,Poster
801,On if-to-baseband translation and resampling in sampled-data receivers,,,Poster
802,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,,,Poster
803,Analysis of pyrolysis products from live shrub fuels,2017-April,,Poster
804,Pyrolysis of live vegetation at slow heating rates,,,Poster
805,Impact of particle properties on radiative heat flux in an oxy-coal reactor,,,Poster
806,Investigation of merging flames in Horizontal and vertical Geometries,,,Poster
807,Modeling a pressurized coal feed system,,,Poster
808,A fast-running simulation tool for axisymmetric oxy-coal combustors,,,Poster
809,Realizing origami mechanisms from metal sheets,5B-2017,10.1115/DETC2017-68025,Poster
810,Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,5B-2017,10.1115/DETC2017-68370,Poster
811,Optimization of origami-based tubes for lightweight deployable structures,5B-2017,10.1115/DETC2017-67274,Poster
812,"An assessment of village drill sustainability, with recommendations",2B-2017,10.1115/DETC201767581,Poster
813,A simple starting point for designing for and/or assessing the social impact of products,2B-2017,10.1115/DETC201767586,Poster
814,Impact of computational mesh on CFD combustion predictions,,,Poster
815,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,110,10.1016/j.ijheatmasstransfer.2017.03.044,Poster
816,Two-phase flow pressure drop in superhydrophobic channels,110,10.1016/j.ijheatmasstransfer.2017.03.055,Poster
817,A Hybrid Approach to FPGA Configuration Scrubbing,64,10.1109/TNS.2016.2636666,Poster
818,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,64,10.1109/TNS.2016.2635028,Poster
819,Hydrodynamics of droplet impingement on hot surfaces of varying wettability,108,10.1016/j.ijheatmasstransfer.2016.12.076,Poster
820,Adding EUV reflectance to aluminum-coated mirrors for space-based observation,10398,10.1117/12.2274694,Poster
821,Foreword,,,Poster
822,Small aircraft flight encounters database for UAS sense and avoid,,10.2514/6.2017-1152,Poster
823,Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,2636,10.3141/2636-04,Poster
824,Semantic style creation,WS-17-01 - WS-17-15,,Poster
825,Implementation of lean practices among finishing contractors in the US,,10.24928/2017/0182,Poster
826,Delivery methods and social network analysis of unethical behavior in the construction industry,,10.24928/2017/0213,Poster
827,Fourier descriptors for improved analysis of distortion transfer and generation,1,10.1115/GT2017-65031,Poster
828,Improved bottomhole pressure control with wired drillpipe and physics-based models,2017-March,10.2118/184610-ms,Poster
829,Field testing of Cryogenic Carbon Capture,2,10.7122/486652-ms,Poster
830,Gradient-based optimization of wind farms with different turbine heights,,10.2514/6.2017-1619,Poster
831,Minimum required detection range for detect and avoid of unmanned aircraft systems,14,10.2514/1.I010479,Poster
832,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",,10.1061/9780784480724.051,Poster
833,Preserving optical confinement in unannealed PECVD SiO2 waveguides,Part F43-CLEO_AT 2017,10.1364/CLEO_AT.2017.JTu5A.128,Poster
834,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,Part F41-CLEO_SI 2017,10.1364/CLEO_SI.2017.SM4C.5,Poster
835,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,Part F41-CLEO_SI 2017,10.1364/CLEO_SI.2017.SM2C.5,Poster
836,Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking,14,10.2514/1.I010503,Poster
837,Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,,10.1061/9780784480458.003,Poster
838,Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments,118,10.1016/j.energy.2016.12.009,Poster
839,"Oat improvement and innovation using wild genetic resources (poaceae, Avena spp.): Elevating “oats” to a new level and stature",,10.1201/9781315369259,Poster
840,Ash deposition during advanced oxy-coal combustion using minimum recycled flue gas,2017-April,,Poster
841,Optimizing coded 16-APSK for aeronautical mobile telemetry,,,Poster
842,Sparse MMSE equalizer for GTR-STBC in aeronautical telemetry,,,Poster
843,Modeling soot formation from solid complex fuels,,,Poster
844,Modeling effects of annealing on coal char reactivity to O2 and CO2 based on preparation conditions,,,Poster
845,Modeling the coanda effect with FDS and STARCCM+ to predict the effect of fires on slopes for implications of wildland firefighter safety,,,Poster
846,Elastic energy absorption of origami-based corrugations,5B-2017,10.1115/DETC2017-67081,Poster
847,A framework for energy-based kinetostatic modeling of compliant mechanisms,5A-2017,10.1115/DETC2017-68205,Poster
848,Kinematics and discretization of curved-fold mechanisms,5B-2017,10.1115/DETC2017-67439,Poster
849,Split-vertex technique for thickness-accommodation in origami-based mechanisms,5B-2017,10.1115/DETC2017-68018,Poster
850,Engineering radical polymer electrodes for electrochemical energy storage,352,10.1016/j.jpowsour.2017.03.077,Poster
851,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures",246,10.1016/j.snb.2017.02.037,Poster
852,Automatic model calibration for drilling automation,,10.2118/185926-ms,Poster
853,Optofluidic bioanalysis: Fundamentals and applications,6,10.1515/nanoph-2016-0156,Poster
854,Acoustic shock formation in noise propagation during ground run-up operations of military aircraft,,10.2514/6.2017-4043,Poster
855,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,,10.2514/6.2017-4049,Poster
856,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,,10.2514/6.2017-4048,Poster
857,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,,10.2514/6.2017-3519,Poster
858,Preliminary investigation of multilobe fighter jet noise sources using acoustical holography,,10.2514/6.2017-3520,Poster
859,Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition,,10.2514/6.2017-0604,Poster
860,Exploration of carbon-filled carbon nanotube vascular stents,45,10.1007/978-3-319-45387-3_10,Poster
861,Effect of leader placement on robotic swarm control,3,,Poster
862,Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,,10.1061/9780784480465.007,Poster
863,Isogeometric design and analysis,82,10.1016/j.cad.2016.11.002,Poster
864,A comprehensive model of single particle pulverized coal combustion extended to oxy-coal conditions,2017-April,10.1021/acs.energyfuels.6b03387,Poster
865,Predicting Lap Shear Strength for Friction Stir Scribe Joining of Dissimilar Materials,,10.1007/978-3-319-52383-5_25,Poster
866,High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties,,10.1007/978-3-319-52383-5_14,Poster
867,Towards a universal social impact metric for engineered products that alleviate poverty,2B-2017,10.1115/DETC201767584,Poster
868,Waves of destruction in the East Indies: The Wichmann catalogue of earthquakes and tsunami in the Indonesian region from 1538 to 1877,441,10.1144/SP441.2,Poster
869,The scaled SLW model of gas radiation in non-uniform media,,10.1615/ichmt.2017.cht-7.370,Poster
870,Near-to-eye electroholography via guided-wave acousto-optics for augmented reality,10127,10.1117/12.2250582,Poster
871,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,,10.1061/9780784480458.053,Poster
872,Optimal Distributed Control for Platooning via Sparse Coprime Factorizations,62,10.1109/TAC.2016.2572002,Poster
873,Highly compressible origami bellows for microgravity drilling-debris containment,,10.2514/6.2017-5341,Poster
874,Interspecific hybridization for upland cotton improvement,,10.1201/9781315369259,Poster
875,Thermophysical properties of thin fibers via photothermal quantum dot fluorescence spectral shape-based thermometry,112,10.1016/j.ijheatmasstransfer.2017.05.046,Poster
876,"Formability of magnesium alloy AZ31B from room temperature to 125, °C under biaxial tension",Part F8,10.1007/978-3-319-52392-7_91,Poster
877,A summary of data-aided equalizer experiments at edwards AFB,,,Poster
878,Joining Dissimilar Material Using Friction Stir Scribe Technique,,10.1007/978-3-319-52383-5_16,Poster
879,A minimal realization technique for the dynamical structure function of a class of LTI systems,4,10.1109/TCNS.2015.2498468,Poster
880,Dryland agriculture in north america,,10.1007/978-3-319-47928-6_15,Poster
